Year,Country Name,Country Code,"Agriculture, forestry, and fishing, value added (% of GDP)","Fertility rate, total (births per woman)","Life expectancy at birth, total (years)","Mortality rate, under-5 (per 1,000 live births)",Population ages 65 and above (% of total population),CO2 emissions (metric tons per capita)
1989,East Asia & Pacific,EAS,,2.588340878,68.77189409,,5.637229416,2.671625946
1989,Europe & Central Asia,ECS,,2.000657353,72.0491867,,11.43523307,13.04253797
1989,Latin America & Caribbean,LCN,,3.334310675,67.96019484,,4.75321412,2.426486864
1989,Middle East & North Africa,MEA,,5.074428474,65.0412533,,3.707322966,3.719994096
1989,North America,NAC,,1.988999261,75.22629846,,12.40391256,19.77240246
1989,Sub-Saharan Africa,SSF,,6.414729914,50.23251447,,3.023419796,0.973921933
1989,World,WLD,,3.324349664,65.24696878,,6.109275029,4.566474137
1990,Australia,AUS,,1.902,76.99463415,9.2,11.05874988,15.44673046
1990,Caribbean small states,CSS,,2.865765744,70.19762945,,6.258068725,4.714389221
1990,Central African Republic,CAF,,5.811,49.104,176.8,3.953848138,0.057005636
1990,Central Europe and the Baltics,CEB,,1.931081933,70.65633134,,11.07820734,8.928048339
1990,East Asia & Pacific,EAS,,2.471930075,68.92722262,,5.724267768,2.494467181
1990,Europe & Central Asia,ECS,,1.957916026,72.04945555,,11.61579337,9.476590536
1990,Latin America & Caribbean,LCN,,3.257018126,68.31372589,,4.819687423,2.035780827
1990,Middle East & North Africa,MEA,,4.877631427,65.76998552,,3.735188865,3.334142805
1990,North America,NAC,,2.055205556,75.43504527,,12.49045717,18.98661574
1990,Sub-Saharan Africa,SSF,,6.347729984,50.21457407,,3.019333956,0.783664211
1990,World,WLD,,3.248548804,65.43292073,,6.161532544,3.902964422
1991,Australia,AUS,,1.849,77.27560976,8.7,11.2564488,15.31532053
1991,Caribbean small states,CSS,,2.812648948,70.39400583,,6.312324508,4.562310365
1991,Central African Republic,CAF,,5.771,48.728,176.8,3.930020716,0.052110347
1991,Central Europe and the Baltics,CEB,,1.855832937,70.5752213,,11.34790688,8.25775687
1991,East Asia & Pacific,EAS,,2.346195486,69.09758693,,5.814068147,2.56959646
1991,Europe & Central Asia,ECS,,1.892880708,71.97959823,,11.84600208,9.313163327
1991,Latin America & Caribbean,LCN,,3.184002214,68.66521467,,4.904294349,2.053881551
1991,Middle East & North Africa,MEA,,4.663900458,66.39131519,,3.795350546,3.502827879
1991,North America,NAC,,2.025285878,75.59061834,,12.54607263,18.58304512
1991,Sub-Saharan Africa,SSF,,6.277412267,50.17994751,,3.02963757,0.770451586
1991,World,WLD,,3.15740743,65.61804589,,6.234886609,3.874590704
1992,Australia,AUS,,1.888,77.37804878,8.2,11.43516962,15.33923978
1992,Caribbean small states,CSS,,2.765529117,70.58807357,,6.353433394,4.657452316
1992,Central African Republic,CAF,,5.729,48.267,176.6,3.897796593,0.050688759
1992,Central Europe and the Baltics,CEB,,1.751285157,70.73283713,,11.60366407,7.703558251
1992,East Asia & Pacific,EAS,,2.223554704,69.24627377,,5.922262886,2.631886473
1992,Europe & Central Asia,ECS,,1.819952798,71.86397577,,12.0885574,8.78791394
1992,Latin America & Caribbean,LCN,,3.115095589,69.01387331,,4.990712766,2.062179358
1992,Middle East & North Africa,MEA,,4.466094814,66.8867472,,3.872053768,3.598016881
1992,North America,NAC,,2.011581456,75.82693748,,12.58224139,18.62995599
1992,Sub-Saharan Africa,SSF,,6.207513085,50.14116257,,3.035134841,0.764127199
1992,World,WLD,,3.071547907,65.769659,,6.315064245,3.804011014
1993,Australia,AUS,,1.859,77.87804878,7.7,11.59380351,15.4163129
1993,Caribbean small states,CSS,,2.721720247,70.71254412,,6.38437394,4.614020269
1993,Central African Republic,CAF,,5.689,47.731,175.9,3.857690481,0.052525353
1993,Central Europe and the Baltics,CEB,,1.671068168,70.84598662,,11.84603637,7.505139587
1993,East Asia & Pacific,EAS,,2.110849752,69.41880344,,6.042934311,2.758994094
1993,Europe & Central Asia,ECS,,1.741871646,71.52110793,,12.32549239,8.291099606
1993,Latin America & Caribbean,LCN,,3.048882211,69.35812021,,5.07700578,2.091509166
1993,Middle East & North Africa,MEA,,4.261009726,67.38788291,,3.931711473,3.701977574
1993,North America,NAC,,1.986849439,75.65853666,,12.60217024,18.79485121
1993,Sub-Saharan Africa,SSF,,6.140673068,50.10569675,,3.036805372,0.761312763
1993,World,WLD,,2.987612746,65.88402592,,6.39363278,3.769327631
1994,Australia,AUS,,1.842,77.87804878,7.3,11.73354832,15.60739289
1994,Caribbean small states,CSS,,2.680548417,70.83448841,,6.410837049,4.725940419
1994,Central African Republic,CAF,,5.652,47.143,175.2,3.80983823,0.051036406
1994,Central Europe and the Baltics,CEB,,1.590153698,70.86954394,,12.07510518,7.306747437
1994,East Asia & Pacific,EAS,,2.02678534,69.61835012,,6.166506946,2.855636497
1994,Europe & Central Asia,ECS,,1.698566251,71.60006035,,12.53301306,7.823039814
1994,Latin America & Caribbean,LCN,,2.985228793,69.6989352,,5.160044834,2.160540248
1994,Middle East & North Africa,MEA,,4.065265581,67.83172095,,3.994551341,3.873130335
1994,North America,NAC,,1.96762797,75.838642,,12.60566858,18.87301504
1994,Sub-Saharan Africa,SSF,,6.077455079,50.07375817,,3.035815123,0.746739369
1994,World,WLD,,2.921842085,66.08743355,,6.465075721,3.732384777
1995,Australia,AUS,,1.822,77.82926829,7,11.85705678,15.99214254
1995,Caribbean small states,CSS,,2.639967852,70.93751467,,6.436393169,4.806403358
1995,Central African Republic,CAF,,5.618,46.53,174.5,3.7549152,0.049648396
1995,Central Europe and the Baltics,CEB,,1.46879617,71.02542143,,12.28833279,7.365817629
1995,East Asia & Pacific,EAS,,1.95925237,69.79646699,,6.28872712,3.056186324
1995,Europe & Central Asia,ECS,,1.654311613,71.68063826,,12.69948246,7.750880182
1995,Latin America & Caribbean,LCN,,2.92324946,70.03638967,,5.238929572,2.17424546
1995,Middle East & North Africa,MEA,,3.873931005,68.25403334,,4.04619284,3.899990097
1995,North America,NAC,,1.943485429,75.86060025,,12.59235441,18.87027184
1995,Sub-Saharan Africa,SSF,,6.018316986,50.04762598,,3.033220397,0.761195014
1995,World,WLD,,2.862563578,66.27387614,,6.525811088,3.781982439
1996,Australia,AUS,,1.796,78.07804878,6.8,11.96580271,16.36120365
1996,Caribbean small states,CSS,,2.600557664,71.02898551,,6.509801291,4.828409814
1996,Central African Republic,CAF,,5.589,45.922,173.8,3.735135947,0.051386918
1996,Central Europe and the Baltics,CEB,,1.429317429,71.33605802,,12.57367133,7.596542118
1996,East Asia & Pacific,EAS,,1.91614189,70.06449976,,6.454182712,3.059596868
1996,Europe & Central Asia,ECS,,1.620558713,72.11524562,,12.88637404,7.773038095
1996,Latin America & Caribbean,LCN,,2.861066164,70.37227939,,5.330215294,2.307413796
1996,Middle East & North Africa,MEA,,3.706754479,68.62672401,,4.114800532,3.949270053
1996,North America,NAC,,1.936969214,76.24010485,,12.55802828,19.22245718
1996,Sub-Saharan Africa,SSF,,5.961994213,50.03610253,,3.039443937,0.772094671
1996,World,WLD,,2.816996374,66.55801327,,6.613459502,3.806694025
1997,Australia,AUS,,1.778,78.4804878,6.6,12.05933101,16.56693849
1997,Caribbean small states,CSS,,2.560380882,71.1637653,,6.583994251,4.927451391
1997,Central African Republic,CAF,,5.564,45.353,172.9,3.700261405,0.050111542
1997,Central Europe and the Baltics,CEB,,1.381600606,71.51725807,,12.83036312,7.379959277
1997,East Asia & Pacific,EAS,,1.888344959,70.32575167,,6.60083743,3.090488012
1997,Europe & Central Asia,ECS,,1.59341034,72.53165455,,13.01780227,7.500886116
1997,Latin America & Caribbean,LCN,,2.801106075,70.70664293,,5.416044513,2.409734138
1997,Middle East & North Africa,MEA,,3.555273239,68.95879043,,4.179657264,3.992047459
1997,North America,NAC,,1.928315137,76.62719351,,12.51186937,19.92285374
1997,Sub-Saharan Africa,SSF,,5.907775977,50.05418024,,3.039862507,0.776419174
1997,World,WLD,,2.777269876,66.84296937,,6.683428507,3.813515227
1998,Australia,AUS,,1.762,78.63170732,6.4,12.1434629,17.51162418
1998,Caribbean small states,CSS,,2.519595758,71.21031083,,6.661769333,5.146445645
1998,Central African Republic,CAF,,5.541,44.857,172,3.653180614,0.066177814
1998,Central Europe and the Baltics,CEB,,1.338472197,71.89823768,,13.06097804,6.949300035
1998,East Asia & Pacific,EAS,,1.865935157,70.5848518,,6.737752719,3.055468701
1998,Europe & Central Asia,ECS,,1.571985257,72.85293451,,13.12342088,7.480261455
1998,Latin America & Caribbean,LCN,,2.742009111,71.0367773,,5.499654521,2.461689715
1998,Middle East & North Africa,MEA,,3.419029353,69.27532616,,4.241343513,3.940604988
1998,North America,NAC,,1.951615159,76.78286222,,12.45894015,19.86500581
1998,Sub-Saharan Africa,SSF,,5.855644582,50.11841734,,3.034662213,0.764345481
1998,World,WLD,,2.746359241,67.08624391,,6.74405685,3.780610935
1999,Australia,AUS,,1.755,78.93170732,6.3,12.22798199,17.59695657
1999,Caribbean small states,CSS,,2.47857914,71.31027893,,6.743738288,5.161969748
1999,Central African Republic,CAF,,5.52,44.461,170.9,3.596107267,0.067453265
1999,Central Europe and the Baltics,CEB,,1.307854818,72.18456107,,13.27046791,6.580907221
1999,East Asia & Pacific,EAS,,1.85358691,70.85517128,,6.876265421,3.042058843
1999,Europe & Central Asia,ECS,,1.546820798,72.87508354,,13.24391092,7.412124432
1999,Latin America & Caribbean,LCN,,2.684280273,71.36264785,,5.58531255,2.402944782
1999,Middle East & North Africa,MEA,,3.297493097,69.58630971,,4.299621785,4.009763902
1999,North America,NAC,,1.957406847,76.80913164,,12.4048317,19.73514048
1999,Sub-Saharan Africa,SSF,,5.805019233,50.24477112,,3.023317808,0.724469941
1999,World,WLD,,2.716832051,67.29362178,,6.806003833,3.747766066
2000,Australia,AUS,,1.756,79.23414634,6.2,12.32367377,17.68965697
2000,Caribbean small states,CSS,,2.438238301,71.41917942,,6.829928464,5.03110009
2000,Central African Republic,CAF,,5.5,44.19,169.8,3.530959418,0.065926441
2000,Central Europe and the Baltics,CEB,,1.317743134,72.71972472,,13.46571035,6.534386527
2000,East Asia & Pacific,EAS,,1.850909074,71.17191877,,7.021569013,3.16843593
2000,Europe & Central Asia,ECS,,1.556973744,73.02937654,,13.39801554,7.482160159
2000,Latin America & Caribbean,LCN,,2.626889936,71.68738957,,5.675853007,2.446079724
2000,Middle East & North Africa,MEA,,3.193506282,69.88725675,,4.353953673,4.078842054
2000,North America,NAC,,1.998927144,76.88199634,,12.35642014,20.11481753
2000,Sub-Saharan Africa,SSF,,5.755293083,50.45021391,,3.005675676,0.717068799
2000,World,WLD,,2.69616442,67.54902793,,6.874090181,3.812649312
2001,Australia,AUS,,1.739,79.63414634,6.1,12.41530462,17.76953588
2001,Caribbean small states,CSS,,2.39884186,71.53799942,,6.886762561,5.217181572
2001,Central African Republic,CAF,,5.48,44.061,168.4,3.505249034,0.0671679
2001,Central Europe and the Baltics,CEB,,1.27550928,73.09614819,,13.72889972,6.68651055
2001,East Asia & Pacific,EAS,,1.835931047,71.48171716,,7.162204149,3.259852218
2001,Europe & Central Asia,ECS,,1.542494647,73.29341895,,13.61580735,7.536520441
2001,Latin America & Caribbean,LCN,,2.569150526,71.99312403,,5.782148608,2.417240156
2001,Middle East & North Africa,MEA,,3.106122192,70.1860594,,4.399108778,4.203993687
2001,North America,NAC,,1.978204982,77.08241004,,12.34915573,19.80333828
2001,Sub-Saharan Africa,SSF,,5.706678488,50.75002366,,3.002278825,0.770464767
2001,World,WLD,,2.666348218,67.82173353,,6.958164955,3.827658881
2002,Australia,AUS,,1.756,79.93658537,6,12.51592156,17.95749921
2002,Caribbean small states,CSS,,2.36212885,71.71336257,,6.945382433,5.264220891
2002,Central African Republic,CAF,,5.459,44.063,167,3.467978984,0.065752635
2002,Central Europe and the Baltics,CEB,,1.253312738,73.24241549,,13.9755982,6.600333241
2002,East Asia & Pacific,EAS,,1.828220043,71.77476486,,7.308014455,3.409225734
2002,Europe & Central Asia,ECS,,1.554016477,73.40800271,,13.85987456,7.534290522
2002,Latin America & Caribbean,LCN,,2.512647107,72.28763379,,5.891179593,2.397149856
2002,Middle East & North Africa,MEA,,3.03453626,70.47001714,,4.439374084,4.305184579
2002,North America,NAC,,1.968238347,77.18781814,,12.33835612,19.18917941
2002,Sub-Saharan Africa,SSF,,5.659602713,51.14816454,,2.990750927,0.772912532
2002,World,WLD,,2.643548672,68.07037328,,7.045488676,3.834751351
2003,Australia,AUS,,1.748,80.23902439,5.9,12.62689074,17.69202931
2003,Caribbean small states,CSS,,2.328840724,71.79199379,,7.005452811,5.200736553
2003,Central African Republic,CAF,,5.436,44.182,165.6,3.419088159,0.061836784
2003,Central Europe and the Baltics,CEB,,1.25090051,73.38225278,,14.19978944,6.914286139
2003,East Asia & Pacific,EAS,,1.823021593,72.06752825,,7.453575039,3.717593082
2003,Europe & Central Asia,ECS,,1.569517386,73.51599248,,14.09870247,7.736199647
2003,Latin America & Caribbean,LCN,,2.458647987,72.56226154,,6.002918818,2.392766289
2003,Middle East & North Africa,MEA,,2.979306846,70.75154443,,4.473637074,4.373803756
2003,North America,NAC,,1.994903645,77.30281077,,12.33522138,19.28954272
2003,Sub-Saharan Africa,SSF,,5.613046927,51.64212387,,2.973001734,0.793046324
2003,World,WLD,,2.624891419,68.32623451,,7.130423738,3.958502744
2004,Australia,AUS,,1.768,80.4902439,5.8,12.74558218,18.14789789
2004,Caribbean small states,CSS,,2.298370345,71.923541,,7.064985795,5.265055842
2004,Central African Republic,CAF,,5.411,44.413,164.2,3.358439345,0.060607851
2004,Central Europe and the Baltics,CEB,,1.276323019,73.73043493,,14.38152704,6.924274597
2004,East Asia & Pacific,EAS,,1.820182791,72.36114457,,7.586438126,4.084304076
2004,Europe & Central Asia,ECS,,1.598640892,73.95912136,,14.28280237,7.746554807
2004,Latin America & Caribbean,LCN,,2.407416796,72.8191972,,6.116336606,2.464223249
2004,Middle East & North Africa,MEA,,2.934063132,71.03757081,,4.498976878,4.541944377
2004,North America,NAC,,1.998607226,77.72448798,,12.35075584,19.33437044
2004,Sub-Saharan Africa,SSF,,5.567295585,52.22477202,,2.950962201,0.820898106
2004,World,WLD,,2.608625555,68.65264378,,7.202322929,4.092251662
2005,Australia,AUS,,1.807,80.84146341,5.7,12.87112447,18.11785357
2005,Caribbean small states,CSS,,2.271423122,72.05570873,,7.124828423,5.781103799
2005,Central African Republic,CAF,,5.383,44.744,162.6,3.286365678,0.059429771
2005,Central Europe and the Baltics,CEB,,1.312498576,73.84499514,,14.51359,6.927355355
2005,East Asia & Pacific,EAS,,1.815172808,72.62462075,,7.704411894,4.413761948
2005,Europe & Central Asia,ECS,,1.590159182,74.12110113,,14.38829124,7.700388252
2005,Latin America & Caribbean,LCN,,2.359982601,73.06052666,,6.23173319,2.532411869
2005,Middle East & North Africa,MEA,,2.901936613,71.31003055,,4.51492727,4.811704836
2005,North America,NAC,,2.005380787,77.75408225,,12.39098687,19.24436165
2005,Sub-Saharan Africa,SSF,,5.521001553,52.88642826,,2.926012171,0.820706672
2005,World,WLD,,2.588054267,68.92032186,,7.25756117,4.196301213
2006,Australia,AUS,,1.908,81.04146341,5.6,12.92659959,18.12067891
2006,Caribbean small states,CSS,,2.247184028,72.18703608,,7.211396686,6.319862843
2006,Central African Republic,CAF,,5.353,45.158,160.4,3.258031859,0.063136295
2006,Central Europe and the Baltics,CEB,,1.341836063,74.09260273,,14.66310463,7.099956368
2006,East Asia & Pacific,EAS,,1.818555609,72.9216443,,7.838856204,4.690112274
2006,Europe & Central Asia,ECS,,1.620250302,74.61886358,,14.49521257,7.830097751
2006,Latin America & Caribbean,LCN,,2.315936895,73.28745866,,6.351092836,2.565589141
2006,Middle East & North Africa,MEA,,2.884049351,71.58493995,,4.533437294,4.994446478
2006,North America,NAC,,2.055428214,77.94939267,,12.46828711,18.73122104
2006,Sub-Saharan Africa,SSF,,5.472827561,53.6142094,,2.930086577,0.806305432
2006,World,WLD,,2.577167242,69.26239879,,7.327538808,4.281006432
2007,Australia,AUS,,1.959,81.29268293,5.4,12.98192935,18.50285198
2007,Caribbean small states,CSS,,2.223960828,72.31605654,,7.296020925,6.288236856
2007,Central African Republic,CAF,,5.322,45.636,157.9,3.218024731,0.061934195
2007,Central Europe and the Baltics,CEB,,1.38110912,74.25064872,,14.75937797,7.192342046
2007,East Asia & Pacific,EAS,,1.821334646,73.20093388,,7.95988686,4.976091688
2007,Europe & Central Asia,ECS,,1.664399125,74.97698178,,14.5378062,7.79165317
2007,Latin America & Caribbean,LCN,,2.276736015,73.50178524,,6.47117318,2.640735831
2007,Middle East & North Africa,MEA,,2.877105717,71.84130341,,4.544208794,5.140106868
2007,North America,NAC,,2.073474066,78.23954847,,12.56683573,18.89463463
2007,Sub-Saharan Africa,SSF,,5.423245365,54.3854324,,2.92943656,0.814242138
2007,World,WLD,,2.567085489,69.59170555,,7.383349616,4.39186678
2008,Australia,AUS,,1.984,81.39512195,5.2,13.05873886,18.28304124
2008,Caribbean small states,CSS,,2.200826985,72.4407885,,7.385409163,5.807552959
2008,Central African Republic,CAF,,5.289,46.161,155,3.165982039,0.06084194
2008,Central Europe and the Baltics,CEB,,1.463217125,74.57595268,,14.83495604,7.052635427
2008,East Asia & Pacific,EAS,,1.820310117,73.4698955,,8.077026962,5.032380069
2008,Europe & Central Asia,ECS,,1.72231299,75.24343241,,14.55109251,7.728668296
2008,Latin America & Caribbean,LCN,,2.242664642,73.70415657,,6.595043193,2.710852478
2008,Middle East & North Africa,MEA,,2.879544487,72.09133372,,4.553702744,5.332964756
2008,North America,NAC,,2.032451724,78.3009808,,12.69730012,18.12704499
2008,Sub-Saharan Africa,SSF,,5.371375445,55.17445654,,2.924635773,0.8381134
2008,World,WLD,,2.554931213,69.89949278,,7.434625353,4.376917216
2009,Australia,AUS,,1.971,81.54390244,5,13.18565421,18.20742496
2009,Caribbean small states,CSS,,2.17700105,72.56174942,,7.488804214,7.02915018
2009,Central African Republic,CAF,,5.254,46.719,151.4,3.101144059,0.059940663
2009,Central Europe and the Baltics,CEB,,1.487373534,74.93036393,,14.94098524,6.521535327
2009,East Asia & Pacific,EAS,,1.818401061,73.75912516,,8.20395973,5.221767283
2009,Europe & Central Asia,ECS,,1.721159503,75.6430448,,14.58467439,7.102064944
2009,Latin America & Caribbean,LCN,,2.212370211,73.9041865,,6.726263215,2.625122854
2009,Middle East & North Africa,MEA,,2.886097646,72.32599404,,4.570363383,5.440825923
2009,North America,NAC,,1.968149876,78.64772827,,12.87184175,16.6912471
2009,Sub-Saharan Africa,SSF,,5.316514972,55.96111815,,2.91617468,0.780111852
2009,World,WLD,,2.534204385,70.2465195,,7.493201741,4.27713137
2010,Australia,AUS,,1.928,81.69512195,4.8,13.37655581,17.58144496
2010,Caribbean small states,CSS,,2.153182789,72.67940423,,7.614570422,5.69036308
2010,Central African Republic,CAF,,5.215,47.312,147.6,3.024459009,0.061548772
2010,Central Europe and the Baltics,CEB,,1.461736885,75.29396578,,15.11005808,6.786153806
2010,East Asia & Pacific,EAS,,1.819649145,74.01299917,,8.351316626,5.629335017
2010,Europe & Central Asia,ECS,,1.727925176,75.94401852,,14.66421738,7.368627819
2010,Latin America & Caribbean,LCN,,2.185701673,74.09722025,,6.867306354,2.735001929
2010,Middle East & North Africa,MEA,,2.896203209,72.53918362,,4.597754639,5.544072122
2010,North America,NAC,,1.900119348,78.80945553,,13.09783981,17.26997425
2010,Sub-Saharan Africa,SSF,,5.25798658,56.72547002,,2.904944738,0.814782471
2010,World,WLD,,2.516286907,70.5565916,,7.567146047,4.483147956
2011,Australia,AUS,,1.926,81.89512195,4.5,13.63030821,17.26811037
2011,Caribbean small states,CSS,,2.129432977,72.79529509,,7.724439406,5.85842352
2011,Central African Republic,CAF,,5.172,47.95,143.4,3.008484291,0.065631069
2011,Central Europe and the Baltics,CEB,,1.393421234,75.88847488,,15.3891635,6.803902523
2011,East Asia & Pacific,EAS,,1.822639485,74.26594882,,8.534160991,6.035842043
2011,Europe & Central Asia,ECS,,1.71355242,76.4599787,,14.78305834,7.363895495
2011,Latin America & Caribbean,LCN,,2.162608889,74.28311752,,7.021383267,2.808424737
2011,Middle East & North Africa,MEA,,2.904100151,72.73749241,,4.633012414,5.536398989
2011,North America,NAC,,1.865643789,78.92055891,,13.36947949,16.53901451
2011,Sub-Saharan Africa,SSF,,5.195218032,57.45600208,,2.91535646,0.798790821
2011,World,WLD,,2.498720142,70.883485,,7.667928104,4.570123103
2012,Australia,AUS,,1.92,82.04634146,4.3,13.93028835,16.96925656
2012,Caribbean small states,CSS,,2.106451911,72.91180938,,7.848010314,6.061385847
2012,Central African Republic,CAF,,5.123,48.638,139.4,2.97862058,0.067622229
2012,Central Europe and the Baltics,CEB,,1.416114693,75.9934886,,15.72878587,6.562543062
2012,East Asia & Pacific,EAS,,1.82871585,74.56212909,,8.727300255,6.150128387
2012,Europe & Central Asia,ECS,,1.740001368,76.6233616,,14.95082401,7.290488892
2012,Latin America & Caribbean,LCN,,2.141893059,74.46145444,,7.181008246,2.875787215
2012,Middle East & North Africa,MEA,,2.910689566,72.93166117,,4.673753363,5.741528708
2012,North America,NAC,,1.853503675,79.03147799,,13.68516201,15.77403901
2012,Sub-Saharan Africa,SSF,,5.12831823,58.14957771,,2.922231643,0.805956712
2012,World,WLD,,2.489335625,71.17154765,,7.780962544,4.578768146
2013,Australia,AUS,,1.855,82.14878049,4.1,14.25265706,16.398646
2013,Caribbean small states,CSS,,2.084479997,73.03013854,,7.982419368,5.811900779
2013,Central African Republic,CAF,,5.068,49.371,135.8,2.93740209,0.067446877
2013,Central Europe and the Baltics,CEB,,1.387969817,76.35516299,,16.1172586,6.326934971
2013,East Asia & Pacific,EAS,,1.825113599,74.84821672,,8.943059212,6.298870519
2013,Europe & Central Asia,ECS,,1.730147218,76.9556184,,15.15048052,7.108636433
2013,Latin America & Caribbean,LCN,,2.122330406,74.63279792,,7.351103681,2.917722363
2013,Middle East & North Africa,MEA,,2.910271737,73.13239732,,4.723532669,5.735943827
2013,North America,NAC,,1.830094372,79.04221001,,14.0346088,16.08246342
2013,Sub-Saharan Africa,SSF,,5.05832721,58.80138624,,2.926682045,0.817618181
2013,World,WLD,,2.472960087,71.46266033,,7.908375708,4.610229279
2014,Australia,AUS,,1.826,82.3,4,14.56531719,15.7558761
2014,Caribbean small states,CSS,,2.064268347,73.15059179,,8.123725517,5.605397575
2014,Central African Republic,CAF,,5.007,50.129,131.4,2.887879619,0.067201727
2014,Central Europe and the Baltics,CEB,,1.443181764,76.67562361,,16.53178256,6.142062501
2014,East Asia & Pacific,EAS,,1.827716037,75.12518901,,9.19882046,6.242679578
2014,Europe & Central Asia,ECS,,1.757278182,77.28278569,,15.36590599,6.768550162
2014,Latin America & Caribbean,LCN,,2.103293852,74.7990465,,7.537443258,2.906370281
2014,Middle East & North Africa,MEA,,2.904218815,73.32643778,,4.787979369,5.847665955
2014,North America,NAC,,1.834102202,79.13808291,,14.40347723,16.013094
2014,Sub-Saharan Africa,SSF,,4.986266375,59.40479692,,2.929771776,0.824377307
2014,World,WLD,,2.465561107,71.74197845,,8.054817572,4.560774243
2015,Australia,AUS,,1.814,82.4,3.9,14.85461069,15.7864494
2015,Caribbean small states,CSS,,2.045249014,73.2730249,,8.270634799,5.462326768
2015,Central African Republic,CAF,,4.941,50.881,126.7,2.831007952,0.06899359
2015,Central Europe and the Baltics,CEB,,1.462370024,76.57187776,,16.95830386,6.249982689
2015,East Asia & Pacific,EAS,,1.831082122,75.39259466,,9.504517502,6.19247158
2015,Europe & Central Asia,ECS,,1.764941815,77.24067802,,15.58891777,6.694111202
2015,Latin America & Caribbean,LCN,,2.084449869,74.96168764,,7.743986238,2.864931576
2015,Middle East & North Africa,MEA,,2.889411919,73.51484469,,4.871052866,5.818404651
2015,North America,NAC,,1.815224852,79.01211433,,14.78419212,15.55083364
2015,Sub-Saharan Africa,SSF,,4.912890459,59.95283057,,2.932549257,0.781518154
2015,World,WLD,,2.45622884,71.94747668,,8.223032848,4.488770091
2016,Australia,AUS,,1.752,82.44878049,3.8,15.1411186,15.87207954
2016,Caribbean small states,CSS,,2.027645026,73.39595799,,8.438382291,5.032062547
2016,Central African Republic,CAF,,4.87,51.593,121.6,2.83307395,0.068316804
2016,Central Europe and the Baltics,CEB,,1.52216388,76.96981142,,17.46396039,6.372489936
2016,East Asia & Pacific,EAS,,1.829611451,75.63558325,,9.879893688,6.165075415
2016,Europe & Central Asia,ECS,,1.771862815,77.5955353,,15.83951658,6.685154723
2016,Latin America & Caribbean,LCN,,2.065415396,75.12202318,,7.96189854,2.780951719
2016,Middle East & North Africa,MEA,,2.866927113,73.71077102,,4.959321274,5.754217999
2016,North America,NAC,,1.79253374,78.8773349,,15.1765691,15.14692452
2016,Sub-Saharan Africa,SSF,,4.838661209,60.44239356,,2.953061901,0.768612427
2016,World,WLD,,2.445609055,72.18117115,,8.426877328,4.436759079
2017,Australia,AUS,,1.741,82.5,3.7,15.40402089,15.7386474
2017,Caribbean small states,CSS,,2.010754406,73.51748995,,8.611790963,4.876310944
2017,Central African Republic,CAF,,4.796,52.24,117.5,2.831600277,0.067449619
2017,Central Europe and the Baltics,CEB,,1.567830318,76.94744264,,17.96473483,6.625943967
2017,East Asia & Pacific,EAS,,1.825950046,75.86603308,,10.30035516,6.237253253
2017,Europe & Central Asia,ECS,,1.730344181,77.78843132,,16.09378676,6.72179984
2017,Latin America & Caribbean,LCN,,2.046014562,75.28208661,,8.196155183,2.700018424
2017,Middle East & North Africa,MEA,,2.839227044,73.89981806,,5.064181616,5.730906727
2017,North America,NAC,,1.738253709,78.87909246,,15.56316803,14.86822332
2017,Sub-Saharan Africa,SSF,,4.765176902,60.8800163,,2.97106702,0.76344328
2017,World,WLD,,2.428188422,72.38592012,,8.645989397,4.441308582
2018,Australia,AUS,,1.74,82.74878049,3.7,15.65647523,15.47551649
2018,Caribbean small states,CSS,,1.995134386,73.63710628,,8.796653929,5.017034408
2018,Central African Republic,CAF,,4.721,52.805,114.2,2.825773707,0.070718706
2018,Central Europe and the Baltics,CEB,,1.574609117,76.97682268,,18.46047708,6.597232486
2018,East Asia & Pacific,EAS,,1.823002567,76.06886392,,10.74431257,6.361179651
2018,Europe & Central Asia,ECS,,1.720081806,77.91015258,,16.35360653,6.690105957
2018,Latin America & Caribbean,LCN,,2.027393063,75.4408494,,8.443343975,2.637362569
2018,Middle East & North Africa,MEA,,2.808926001,74.08883309,,5.182127357,5.638657141
2018,North America,NAC,,1.70603799,78.98679131,,15.95273071,15.27087561
2018,Sub-Saharan Africa,SSF,,4.693213128,61.27303249,,2.987730276,0.763618494
2018,World,WLD,,2.415986343,72.56865794,,8.873451191,4.483523912
